roi_id,vel_min,vel_max,vel_mean,vel_std,vel_se,vel_cv,vel_n_nan,vel_n_zero,vel_n_big,img_min,img_max,img_mean,img_std,path,file_name,parent_folder,grandparent_folder,rel_path,accepted,treatment,condition,date,_unique_row_id
1,0.1509067950640428,0.3864475762795533,0.2698279669256089,0.043364739744027984,0.0005138853672090224,0.16071254673161278,376,0,103,0,1395,368.35937777777775,276.9386211637107,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0012.tif,20250708_A85_0012,20250708,28d AngII,28d AngII/20250708/20250708_A85_0012.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0012.tif|1
2,-1.291087627410889,1.1142913103103638,0.2620042750658256,0.07293198961343449,0.0008436096028524698,0.27836183052780783,23,201,38,0,1395,368.35937777777775,276.9386211637107,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0012.tif,20250708_A85_0012,20250708,28d AngII,28d AngII/20250708/20250708_A85_0012.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0012.tif|2
1,-1.1763947749033583,-0.6459856643998134,-0.9011120075992426,0.11018200405486585,0.0012949153653920855,-0.1222733723728913,257,0,87,37,1486,374.3052568627451,165.12114361058477,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0013.tif,20250708_A85_0013,20250708,28d AngII,28d AngII/20250708/20250708_A85_0013.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0013.tif|1
2,-2.9430105686187744,-0.4594587683677673,-0.9103791721476246,0.13486706376100716,0.0015626327254683792,-0.1481438370814765,48,0,26,37,1486,374.3052568627451,165.12114361058477,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0013.tif,20250708_A85_0013,20250708,28d AngII,28d AngII/20250708/20250708_A85_0013.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0013.tif|2
1,-1.2420585009678138,-0.690404199381155,-0.9603634149344683,0.12732897838094606,0.0014960221845024188,-0.13258416178799828,253,0,41,62,1868,571.4393796296297,237.96009232639307,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0014.tif,20250708_A85_0014,20250708,28d AngII,28d AngII/20250708/20250708_A85_0014.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0014.tif|1
2,-1.76408588886261,0.0,-0.968793296030112,0.14282240800987228,0.0016502716622961286,-0.14742299373367368,7,4,29,62,1868,571.4393796296297,237.96009232639307,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0014.tif,20250708_A85_0014,20250708,28d AngII,28d AngII/20250708/20250708_A85_0014.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0014.tif|2
1,0.4461533857984978,1.2426401046983249,0.8434117168580383,0.17260254494200455,0.0020507273268853734,0.2046480283496663,413,0,158,33,2558,561.2890259259259,340.7068670360133,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0015.tif,20250708_A85_0015,20250708,28d AngII,28d AngII/20250708/20250708_A85_0015.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0015.tif|1
2,0.0,1.7894234657287598,0.8425692679228605,0.20829288938330012,0.002412245443652929,0.24721159115712005,41,23,181,33,2558,561.2890259259259,340.7068670360133,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0015.tif,20250708_A85_0015,20250708,28d AngII,28d AngII/20250708/20250708_A85_0015.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0015.tif|2
1,0.082689642416864,0.667715728218751,0.36997940274655605,0.12131364487757094,0.0014704954293504058,0.3278929691139413,691,0,77,29,1517,453.4568777777778,296.408683133221,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0016.tif,20250708_A85_0016,20250708,28d AngII,28d AngII/20250708/20250708_A85_0016.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0016.tif|1
2,-0.8390924334526062,1.7894234657287598,0.37269600575760325,0.15935166187422448,0.0018695573318144353,0.42756471604867363,232,172,234,29,1517,453.4568777777778,296.408683133221,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0016.tif,20250708_A85_0016,20250708,28d AngII,28d AngII/20250708/20250708_A85_0016.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0016.tif|2
1,-1.2093516701631843,-0.3331585349398633,-0.7406771235267725,0.17161417585507122,0.0020489875584992156,-0.23169903646803808,482,0,31,30,1820,464.62065,288.00196352961,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0017.tif,20250708_A85_0017,20250708,28d AngII,28d AngII/20250708/20250708_A85_0017.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0017.tif|1
2,-1.9325029850006104,0.5920655727386475,-0.7629595678252359,0.2348871989157041,0.002715685800491615,-0.3078632326287407,16,76,93,30,1820,464.62065,288.00196352961,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0017.tif,20250708_A85_0017,20250708,28d AngII,28d AngII/20250708/20250708_A85_0017.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0017.tif|2
1,0.4277732443736733,0.8788406648364678,0.6582323892879128,0.09372570400779749,0.0011131036161707848,0.14238999103218178,407,0,57,32,1832,425.35336666666666,277.5179558988654,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0018.tif,20250708_A85_0018,20250708,28d AngII,28d AngII/20250708/20250708_A85_0018.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0018.tif|1
2,-0.4277733266353607,1.3239041566848757,0.6475215149398617,0.135211255157208,0.0015622227062423036,0.20881353289051052,6,94,90,32,1832,425.35336666666666,277.5179558988654,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0018.tif,20250708_A85_0018,20250708,28d AngII,28d AngII/20250708/20250708_A85_0018.tif,True,28d AngII,AngII,20250708,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250708/20250708_A85_0018.tif|2
1,-1.5755746209345594,-0.2313181334179189,-0.9123378307397242,0.2735413341453586,0.003610497217054648,-0.2998246098416976,1757,0,183,0,1577,470.8091037037037,197.67387587399733,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0004.tif,20250717_A87_0004,20250717,28d AngII,28d AngII/20250717/20250717_A87_0004.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0004.tif|1
2,-1.9637799263000488,0.7543700933456421,-0.7882016753221377,0.43656534513707623,0.005210886778047277,-0.553875180433551,478,902,31,0,1577,470.8091037037037,197.67387587399733,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0004.tif,20250717_A87_0004,20250717,28d AngII,28d AngII/20250717/20250717_A87_0004.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0004.tif|2
1,-0.644231613220007,-0.1374831558461207,-0.3904309897640513,0.09249478223881619,0.001108696341559862,-0.2369043048931988,537,0,155,0,1356,342.50766111111113,181.35961303803938,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0005.tif,20250717_A87_0005,20250717,28d AngII,28d AngII/20250717/20250717_A87_0005.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0005.tif|1
2,-2.3889636993408203,2.388963222503662,-0.37610210962201734,0.14705918622307187,0.0017076831682745534,-0.3910086714771857,81,274,320,0,1356,342.50766111111113,181.35961303803938,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0005.tif,20250717_A87_0005,20250717,28d AngII,28d AngII/20250717/20250717_A87_0005.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0005.tif|2
1,-1.3379494944004349,0.0639694443522025,-0.629201797986005,0.25717872692262866,0.0034400756040103035,-0.4087380674146595,1908,0,27,0,1227,295.43425128205126,182.02538305716072,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0006.tif,20250717_A87_0006,20250717,28d AngII,28d AngII/20250717/20250717_A87_0006.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0006.tif|1
2,-2.636445999145508,2.439810037612915,-0.5614925243542217,0.39447023317848073,0.0048199403680306355,-0.7025387090098216,799,849,82,0,1227,295.43425128205126,182.02538305716072,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0006.tif,20250717_A87_0006,20250717,28d AngII,28d AngII/20250717/20250717_A87_0006.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0006.tif|2
1,-0.7668968810160661,0.1438640832779348,-0.31884742951321104,0.12744576774945499,0.0017067269071289457,-0.39970768446848787,1921,0,91,0,1576,399.31361111111113,176.37086238398618,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0007.tif,20250717_A87_0007,20250717,28d AngII,28d AngII/20250717/20250717_A87_0007.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0007.tif|1
2,-2.332127571105957,2.128690004348755,-0.2521083621354247,0.24055049149744717,0.0028426239562283485,-0.9541551476512746,336,1331,120,0,1576,399.31361111111113,176.37086238398618,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0007.tif,20250717_A87_0007,20250717,28d AngII,28d AngII/20250717/20250717_A87_0007.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0007.tif|2
1,1.40233832275621,2.523634326052557,1.9958570232332284,0.23731981901674992,0.0032491278188972418,0.11890622236671991,2162,0,88,0,1341,391.568275,175.76147237622274,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0008.tif,20250717_A87_0008,20250717,28d AngII,28d AngII/20250717/20250717_A87_0008.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0008.tif|1
2,-12799324.0,2.8782548904418945,-3264278.5786625217,5578984.071279379,64433.44708549951,-1.709101700984499,0,5,0,0,1341,391.568275,175.76147237622274,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0008.tif,20250717_A87_0008,20250717,28d AngII,28d AngII/20250717/20250717_A87_0008.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0008.tif|2
1,0.739784105652121,2.080496320805775,1.3951191428221532,0.27185718012589144,0.003471680377310828,0.19486305633793974,1365,0,208,0,1173,340.6188666666667,145.88637413200118,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0009.tif,20250717_A87_0009,20250717,28d AngII,28d AngII/20250717/20250717_A87_0009.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0009.tif|1
2,-0.2779428660869598,2.8025765419006348,1.2184168142207974,0.5803372360708352,0.006714599845140908,0.4763043560277628,27,1010,35,0,1173,340.6188666666667,145.88637413200118,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0009.tif,20250717_A87_0009,20250717,28d AngII,28d AngII/20250717/20250717_A87_0009.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0009.tif|2
1,-0.8688090050714175,-0.4133123632107531,-0.6349288638465794,0.09713946020489436,0.0011452768153255807,-0.15299266695231953,303,0,145,0,1451,378.90398095238095,179.10592089428565,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0010.tif,20250717_A87_0010,20250717,28d AngII,28d AngII/20250717/20250717_A87_0010.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0010.tif|1
2,-1.9625356197357176,0.4811435639858246,-0.6336596905306496,0.12737758979462194,0.0014745700363148976,-0.20101892498156435,35,56,95,0,1451,378.90398095238095,179.10592089428565,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0010.tif,20250717_A87_0010,20250717,28d AngII,28d AngII/20250717/20250717_A87_0010.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0010.tif|2
1,-1.1912151205788213,-0.0706650570040701,-0.5918829435521172,0.15075035245273335,0.00188895978341867,-0.25469622683840576,1128,0,108,0,1118,270.58390833333334,124.35655461638628,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0011.tif,20250717_A87_0011,20250717,28d AngII,28d AngII/20250717/20250717_A87_0011.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0011.tif|1
2,-3.319375276565552,3.507116317749023,-0.5386466167797436,0.335526798658558,0.003966082140801456,-0.6229070938280066,340,547,114,0,1118,270.58390833333334,124.35655461638628,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0011.tif,20250717_A87_0011,20250717,28d AngII,28d AngII/20250717/20250717_A87_0011.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0011.tif|2
1,1.898812942713421,2.844471830252101,2.413154518482058,0.24176171333004604,0.04934940308330291,0.10018492868087077,7473,0,0,0,2342,321.8018953216374,401.7860962617712,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0012.tif,20250717_A87_0012,20250717,28d AngII,28d AngII/20250717/20250717_A87_0012.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0012.tif|1
2,0.0,0.0,0.0,0.0,0.0,,25,7472,0,0,2342,321.8018953216374,401.7860962617712,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0012.tif,20250717_A87_0012,20250717,28d AngII,28d AngII/20250717/20250717_A87_0012.tif,True,28d AngII,AngII,20250717,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20250717/20250717_A87_0012.tif|2
1,-0.6985792573638145,-0.1397313994226552,-0.41816839463890276,0.09308361129499522,0.0011087669606633787,-0.22259838975964427,449,0,279,34,1491,458.86407368421055,214.88955488278364,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0002.tif,20251008_A96_0002,20251008,28d AngII,28d AngII/20251008/20251008_A96_0002.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0002.tif|1
2,-3.831294059753418,3.010631799697876,-0.4013786426967289,0.1608670656892892,0.0018628808082979745,-0.4007863114202519,40,303,329,34,1491,458.86407368421055,214.88955488278364,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0002.tif,20251008_A96_0002,20251008,28d AngII,28d AngII/20251008/20251008_A96_0002.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0002.tif|2
1,-0.5677800042576929,-0.0775172640848072,-0.3254560470893201,0.09481168886203406,0.001262138043581053,-0.291319487562059,1854,0,189,30,1386,482.30937916666664,238.72516751562785,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0003.tif,20251008_A96_0003,20251008,28d AngII,28d AngII/20251008/20251008_A96_0003.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0003.tif|1
2,-2.856271505355835,1.1304868459701538,-0.2549708042816062,0.17402818581283142,0.0020215346335477483,-0.6825416200225948,86,1615,19,30,1386,482.30937916666664,238.72516751562785,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0003.tif,20251008_A96_0003,20251008,28d AngII,28d AngII/20251008/20251008_A96_0003.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0003.tif|2
1,-0.6786475427681854,-0.1190092208472797,-0.3983893924698849,0.09467810313142165,0.0012162230675036845,-0.23765216875993647,1437,0,139,34,1994,697.3258789473684,375.1268539000464,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0004.tif,20251008_A96_0004,20251008,28d AngII,28d AngII/20251008/20251008_A96_0004.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0004.tif|1
2,-1.4736696481704712,3.5551772117614746,-0.3300583716290211,0.19627629750774847,0.002284136285411738,-0.5946714714097876,113,1228,16,34,1994,697.3258789473684,375.1268539000464,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0004.tif,20251008_A96_0004,20251008,28d AngII,28d AngII/20251008/20251008_A96_0004.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0004.tif|2
1,-1.1098070597976777,0.080065519045873,-0.5188632283871601,0.2084905217600927,0.006335371519035529,-0.4018217332690289,6414,0,32,26,1417,388.01453888888886,176.45929236184455,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0005.tif,20251008_A96_0005,20251008,28d AngII,28d AngII/20251008/20251008_A96_0005.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0005.tif|1
2,-2.3889636993408203,2.225945234298706,-0.0784837482025366,0.22007780573521238,0.002550951712378274,-2.80411946136002,54,6305,9,26,1417,388.01453888888886,176.45929236184455,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0005.tif,20251008_A96_0005,20251008,28d AngII,28d AngII/20251008/20251008_A96_0005.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0005.tif|2
1,-2.6741646945523847,-1.8027343852523103,-2.2964231587626,0.20453244603116807,0.0024232613568334464,-0.08906566076496891,373,0,402,31,1723,436.90900666666664,321.5997487322677,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0006.tif,20251008_A96_0006,20251008,28d AngII,28d AngII/20251008/20251008_A96_0006.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0006.tif|1
2,-2.843705177307129,-0.9530729055404664,-2.269237166245139,0.24135928556192307,0.002794813433879023,-0.10636141922586938,39,0,322,31,1723,436.90900666666664,321.5997487322677,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0006.tif,20251008_A96_0006,20251008,28d AngII,28d AngII/20251008/20251008_A96_0006.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0006.tif|2
1,-0.4153319836053563,-0.0599420219915395,-0.22652047386803892,0.07724971354522209,0.0009521052285429785,-0.3410275116686558,914,0,61,33,1731,405.2404923076923,290.03415423875236,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0007.tif,20251008_A96_0007,20251008,28d AngII,28d AngII/20251008/20251008_A96_0007.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0007.tif|1
2,-1.9282736778259275,0.8504143953323364,-0.20550844486799816,0.11272407793586442,0.0013063368431184984,-0.5485131183210946,51,776,10,33,1731,405.2404923076923,290.03415423875236,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0007.tif,20251008_A96_0007,20251008,28d AngII,28d AngII/20251008/20251008_A96_0007.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0007.tif|2
1,0.2564312746623679,0.7336906485364001,0.49553033029771726,0.10279712453574363,0.0012146853911149363,0.20744870344057967,335,0,117,26,1281,249.97075555555554,185.51872312005545,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0008.tif,20251008_A96_0008,20251008,28d AngII,28d AngII/20251008/20251008_A96_0008.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0008.tif|1
2,-0.0565700344741344,1.476413369178772,0.4948996295693956,0.12111640381198109,0.0013989981773563586,0.24472922705026587,2,10,162,26,1281,249.97075555555554,185.51872312005545,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0008.tif,20251008_A96_0008,20251008,28d AngII,28d AngII/20251008/20251008_A96_0008.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0008.tif|2
1,-1.207314611359677,1.1731903063713336,-0.011059294770731518,0.4485013357015026,0.008327025150348949,-40.55424373789762,4596,0,101,27,1468,812.7755866666666,192.39696400581747,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0009.tif,20251008_A96_0009,20251008,28d AngII,28d AngII/20251008/20251008_A96_0009.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0009.tif|1
2,-9241568.0,2.2339377403259277,-2619492.067666825,4164910.0035478496,48101.859568121596,-1.589968549611805,0,2276,0,27,1468,812.7755866666666,192.39696400581747,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0009.tif,20251008_A96_0009,20251008,28d AngII,28d AngII/20251008/20251008_A96_0009.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0009.tif|2
1,-1.271886084832594,-0.5894525862646518,-0.933023705439017,0.14348923575245295,0.001746107378815453,-0.1537894856432793,744,0,41,40,1872,367.2239083333333,223.42280840383836,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0010.tif,20251008_A96_0010,20251008,28d AngII,28d AngII/20251008/20251008_A96_0010.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0010.tif|1
2,-1.9125125408172607,0.1256147921085357,-0.8823197263677729,0.27339217508596203,0.0031617125994022367,-0.30985612915108435,20,418,441,40,1872,367.2239083333333,223.42280840383836,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0010.tif,20251008_A96_0010,20251008,28d AngII,28d AngII/20251008/20251008_A96_0010.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0010.tif|2
1,0.3028000015615064,0.9106675958769452,0.6086205632604533,0.12559571587390686,0.0014842884722915332,0.20636127573652055,337,0,207,30,1925,548.2170871794872,364.3718004179566,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0011.tif,20251008_A96_0011,20251008,28d AngII,28d AngII/20251008/20251008_A96_0011.tif,True,28d AngII,AngII,20251008,/Users/cudmore/Dropbox/data/declan/2026/compare-condiitons/v2-analysis/28d AngII/20251008/20251008_A96_0011.tif|1
